MAJOR;MINOR;Name;PROXIMITYUUID;MAC;geopos;register_source;UID;Standort;Geoposition;floor
14082;54041;Kontakt-SBB 14082.54041;;;(47.3789502718447|8.53677921359223|0);CALIBMAP[IOS];14082.54041;ZH;47.3789502718,8.53677921359;0
13923;14971;Kontakt-SBB 13923.14971;;;(47.3788373529412|8.53784847058823|0);CALIBMAP[IOS];13923.14971;ZH;47.3788373529,8.53784847059;0
13555;24564;Kontakt-SBB 13555.24564;;;(47.3788229462366|8.53850188172043|0);CALIBMAP[IOS];13555.24564;ZH;47.3788229462,8.53850188172;0
13509;25885;Kontakt-SBB 13509.25885;;;(47.3786220776699|8.53801020388349|0);CALIBMAP[IOS];13509.25885;ZH;47.3786220777,8.53801020388;0
13467;41656;Kontakt-SBB 13467.41656;;;(47.3784655882353|8.53922611764706|0);CALIBMAP[IOS];13467.41656;ZH;47.3784655882,8.53922611765;0
13446;14777;Kontakt-SBB 13446.14777;;;(47.3790529764706|8.53704943529412|0);CALIBMAP[IOS];13446.14777;ZH;47.3790529765,8.53704943529;0
13443;41122;Kontakt-SBB 13443.41122;;;(47.3787037706093|8.5389396953405|0);CALIBMAP[IOS];13443.41122;ZH;47.3787037706,8.53893969534;0
13129;15605;Kontakt-SBB 13129.15605;;;(47.3786403176471|8.53857862352941|0);CALIBMAP[IOS];13129.15605;ZH;47.3786403176,8.53857862353;0
13050;42572;Kontakt-SBB 13050.42572;;;(47.3787899769585|8.53920606451613|0);CALIBMAP[IOS];13050.42572;ZH;47.378789977,8.53920606452;0
13046;17185;Kontakt-SBB 13046.17185;;;(47.3791645097087|8.53597565048544|0);CALIBMAP[IOS];13046.17185;ZH;47.3791645097,8.53597565049;0
13013;9481;Kontakt-SBB 13013.9481;;;(47.3791326019417|8.53609533009709|0);CALIBMAP[IOS];13013.9481;ZH;47.3791326019,8.5360953301;0
12778;58717;Kontakt-SBB 12778.58717;;;(47.3785659647059|8.53885415294118|0);CALIBMAP[IOS];12778.58717;ZH;47.3785659647,8.53885415294;0
12637;45914;Kontakt-SBB 12637.45914;;;(47.3784326635514|8.54067774766355|-2);CALIBMAP[IOS];12637.45914;ZH;47.3784326636,8.54067774766;-2
12493;54637;Kontakt-SBB 12493.54637;;;(47.378742327189|8.53938348387097|0);CALIBMAP[IOS];12493.54637;ZH;47.3787423272,8.53938348387;0
12438;64124;Kontakt-SBB 12438.64124;;;(47.3789926954315|8.53605171573604|0);CALIBMAP[IOS];12438.64124;ZH;47.3789926954,8.53605171574;0
12372;47422;Kontakt-SBB 12372.47422;;;(47.379673|8.537216|-2);CALIBMAP[IOS];12372.47422;ZH;47.379673,8.537216;-2
12357;56450;Kontakt-SBB 12357.56450;;;(47.3785499746193|8.53769930964467|0);CALIBMAP[IOS];12357.5645;ZH;47.3785499746,8.53769930964;0
12240;24478;Kontakt-SBB 12240.24478;;;(47.3779117614679|8.53952504587156|0);CALIBMAP[IOS];12240.24478;ZH;47.3779117615,8.53952504587;0
12150;10991;Kontakt-SBB 12150.10991;;;(47.3785537038835|8.53826666019418|0);CALIBMAP[IOS];12150.10991;ZH;47.3785537039,8.53826666019;0
12129;47737;Kontakt-SBB 12129.47737;;;(47.3785439333333|8.53616722222222|-2);CALIBMAP[IOS];12129.47737;ZH;47.3785439333,8.53616722222;-2
11966;17824;Kontakt-SBB 11966.17824;;;(47.3791417184466|8.53606113592233|0);CALIBMAP[IOS];11966.17824;ZH;47.3791417184,8.53606113592;0
11954;30468;Kontakt-SBB 11954.30468;;;(47.3784392944162|8.53811120812183|0);CALIBMAP[IOS];11954.30468;ZH;47.3784392944,8.53811120812;0
11878;48458;Kontakt-SBB 11878.48458;;;(47.3790642281553|8.53635178640777|0);CALIBMAP[IOS];11878.48458;ZH;47.3790642282,8.53635178641;0
11808;22662;Kontakt-SBB 11808.22662;;;(47.3788050203046|8.53675015228426|0);CALIBMAP[IOS];11808.22662;ZH;47.3788050203,8.53675015228;0
11691;34557;Kontakt-SBB 11691.34557;;;(47.3791371601942|8.53607823300971|0);CALIBMAP[IOS];11691.34557;ZH;47.3791371602,8.53607823301;0
11571;57549;Kontakt-SBB 11571.57549;;;(47.3786631019417|8.53785633009709|0);CALIBMAP[IOS];11571.57549;ZH;47.3786631019,8.5378563301;0
11537;30508;Kontakt-SBB 11537.30508;;;(47.3785445873786|8.53830085436893|0);CALIBMAP[IOS];11537.30508;ZH;47.3785445874,8.53830085437;0
11308;53776;Kontakt-SBB 11308.53776;;;(47.3790596699029|8.53636888349515|0);CALIBMAP[IOS];11308.53776;ZH;47.3790596699,8.5363688835;0
11261;17723;Kontakt-SBB 11261.17723;;;(47.3789685048544|8.53671082524272|0);CALIBMAP[IOS];11261.17723;ZH;47.3789685049,8.53671082524;0
10904;50848;Kontakt-SBB 10904.50848;;;(47.3785451624365|8.53771721827411|0);CALIBMAP[IOS];10904.50848;ZH;47.3785451624,8.53771721827;0
10848;39016;Kontakt-SBB 10848.39016;;;(47.3784123980583|8.53879666990291|0);CALIBMAP[IOS];10848.39016;ZH;47.3784123981,8.5387966699;0
10792;58560;Kontakt-SBB 10792.58560;;;(47.3789899230769|8.53632830769231|-2);CALIBMAP[IOS];10792.5856;ZH;47.3789899231,8.53632830769;-2
10774;13902;Kontakt-SBB 10774.13902;;;(47.3783941650485|8.53886505825243|0);CALIBMAP[IOS];10774.13902;ZH;47.378394165,8.53886505825;0
10724;19974;Kontakt-SBB 10724.19974;;;(47.3788968352941|8.53762804705882|0);CALIBMAP[IOS];10724.19974;ZH;47.3788968353,8.53762804706;0
10634;33324;Kontakt-SBB 10634.33324;;;(47.378424857868|8.53816493401015|0);CALIBMAP[IOS];10634.33324;ZH;47.3784248579,8.53816493401;0
10631;47481;Kontakt-SBB 10631.47481;;;(47.3786357524272|8.53795891262136|0);CALIBMAP[IOS];10631.47481;ZH;47.3786357524,8.53795891262;0
10396;3875;Kontakt-SBB 10396.3875;;;(47.3778915520833|8.53906501041667|0);CALIBMAP[IOS];10396.3875;ZH;47.3778915521,8.53906501042;0
10252;56536;Kontakt-SBB 10252.56536;;;(47.3785919882353|8.53875771764706|0);CALIBMAP[IOS];10252.56536;ZH;47.3785919882,8.53875771765;0
10213;63139;Kontakt-SBB 10213.63139;;;(47.3787679417476|8.53746309708738|0);CALIBMAP[IOS];10213.63139;ZH;47.3787679417,8.53746309709;0
10101;45364;Kontakt-SBB 10101.45364;;;(47.3781986852792|8.53900663959391|0);CALIBMAP[IOS];10101.45364;ZH;47.3781986853,8.53900663959;0
10073;19249;Kontakt-SBB 10073.19249;;;(47.3788983451777|8.53576643654822|0);CALIBMAP[IOS];10073.19249;ZH;47.3788983452,8.53576643655;0
9831;1074;Kontakt-SBB 9831.1074;;;(47.378541893617|8.53587646808511|-2);CALIBMAP[IOS];9831.1074;ZH;47.3785418936,8.53587646809;-2
7843;30246;Kontakt-SBB 7843.30246;;;(47.37814984375|8.53963203125|0);CALIBMAP[IOS];7843.30246;ZH;47.3781498438,8.53963203125;0
7709;63638;Kontakt-SBB 7709.63638;;;(47.377961028169|8.54034242253521|0);CALIBMAP[IOS];7709.63638;ZH;47.3779610282,8.54034242254;0
7323;21673;Kontakt-SBB 7323.21673;;;(47.3791995|8.53656166666667|-2);CALIBMAP[IOS];7323.21673;ZH;47.3791995,8.53656166667;-2
7259;13865;Kontakt-SBB 7259.13865;;;(47.377776915493|8.54097773239437|0);CALIBMAP[IOS];7259.13865;ZH;47.3777769155,8.54097773239;0
6810;19791;Kontakt-SBB 6810.19791;;;(47.3776959701493|8.54088905970149|0);CALIBMAP[IOS];6810.19791;ZH;47.3776959701,8.5408890597;0
5493;61917;Kontakt-SBB 5493.61917;;;(47.3774511758242|8.54015548351648|0);CALIBMAP[IOS];5493.61917;ZH;47.3774511758,8.54015548352;0
4479;43790;Kontakt-SBB 4479.43790;;;(47.3791643076923|8.53634719230769|-2);CALIBMAP[IOS];4479.4379;ZH;47.3791643077,8.53634719231;-2
4279;10318;Kontakt-SBB 4279.10318;;;(47.3779653098592|8.54032764788732|0);CALIBMAP[IOS];4279.10318;ZH;47.3779653099,8.54032764789;0
4207;12091;Kontakt-SBB 4207.12091;;;(47.377744625|8.538977125|0);CALIBMAP[IOS];4207.12091;ZH;47.377744625,8.538977125;0
3059;51415;Kontakt-SBB 3059.51415;;;(47.37943396|8.53671584|-2);CALIBMAP[IOS];3059.51415;ZH;47.37943396,8.53671584;-2
2791;49310;Kontakt-SBB 2791.49310;;;(47.3777372926136|8.53825024147727|0);CALIBMAP[IOS];2791.4931;ZH;47.3777372926,8.53825024148;0
2704;23984;Kontakt-SBB 2704.23984;;;(47.3779706666667|8.53911233333333|0);CALIBMAP[IOS];2704.23984;ZH;47.3779706667,8.53911233333;0
1114;795;Kontakt-SBB 1114.795;;;(47.3790108986175|8.53838348387097|0);CALIBMAP[IOS];1114.795;ZH;47.3790108986,8.53838348387;0
939;44574;Kontakt-SBB 939.44574;;;(47.3793643631285|8.53731377653631|0);CALIBMAP[IOS];939.44574;ZH;47.3793643631,8.53731377654;0
371;20917;Kontakt-SBB 371.20917;;;(47.378266|8.5410775|-2);CALIBMAP[IOS];371.20917;ZH;47.378266,8.5410775;-2
132;122;Kontakt-SBB 132.122;;;(47.3792625023474|8.53760306103286|-3);CALIBMAP[IOS];132.122;ZH;47.3792625023,8.53760306103;-3
130;120;Kontakt-SBB 130.120;;;(47.3789519746193|8.53852764467005|-3);CALIBMAP[IOS];130.12;ZH;47.3789519746,8.53852764467;-3
129;119;Kontakt-SBB 129.119;;;(47.37894342723|8.53879710798122|-3);CALIBMAP[IOS];129.119;ZH;47.3789434272,8.53879710798;-3
128;118;Kontakt-SBB 128.118;;;(47.3785673854167|8.53972155729167|-3);CALIBMAP[IOS];128.118;ZH;47.3785673854,8.53972155729;-3
127;117;Kontakt-SBB 127.117;;;(47.3792187934272|8.53776662910798|-3);CALIBMAP[IOS];127.117;ZH;47.3792187934,8.53776662911;-3
126;116;Kontakt-SBB 126.116;;;(47.3789474339623|8.53904635849057|-3);CALIBMAP[IOS];126.116;ZH;47.378947434,8.53904635849;-3
125;115;Kontakt-SBB 125.115;;;(47.3792537605634|8.53763577464789|-3);CALIBMAP[IOS];125.115;ZH;47.3792537606,8.53763577465;-3
124;114;Kontakt-SBB 124.114;;;(47.3791357464789|8.5380774084507|-3);CALIBMAP[IOS];124.114;ZH;47.3791357465,8.53807740845;-3
123;113;Kontakt-SBB 123.113;;;(47.3793105821596|8.53742313615024|-3);CALIBMAP[IOS];123.113;ZH;47.3793105822,8.53742313615;-3
122;112;Kontakt-SBB 122.112;;;(47.3787860751174|8.53938595305164|-3);CALIBMAP[IOS];122.112;ZH;47.3787860751,8.53938595305;-3
121;111;Kontakt-SBB 121.111;;;(47.3793712830189|8.53747232075472|-3);CALIBMAP[IOS];121.111;ZH;47.379371283,8.53747232075;-3
120;110;Kontakt-SBB 120.110;;;(47.3793006415094|8.53773466037736|-3);CALIBMAP[IOS];120.11;ZH;47.3793006415,8.53773466038;-3
119;109;Kontakt-SBB 119.109;;;(47.3787161408451|8.53964766197183|-3);CALIBMAP[IOS];119.109;ZH;47.3787161408,8.53964766197;-3
118;108;Kontakt-SBB 118.108;;;(47.37894342723|8.53879710798122|-3);CALIBMAP[IOS];118.108;ZH;47.3789434272,8.53879710798;-3
117;107;Kontakt-SBB 117.107;;;(47.3787292535211|8.5395985915493|-3);CALIBMAP[IOS];117.107;ZH;47.3787292535,8.53959859155;-3
116;106;Kontakt-SBB 116.106;;;(47.378707399061|8.53968037558685|-3);CALIBMAP[IOS];116.106;ZH;47.3787073991,8.53968037559;-3
115;105;Kontakt-SBB 115.105;;;(47.3788822347418|8.53902610328639|-3);CALIBMAP[IOS];115.105;ZH;47.3788822347,8.53902610329;-3
114;103;Kontakt-SBB 114.103;;;(47.3788149811321|8.53953824528302|-3);CALIBMAP[IOS];114.103;ZH;47.3788149811,8.53953824528;-3
113;102;Kontakt-SBB 113.102;;;(47.3787205117371|8.53963130516432|-3);CALIBMAP[IOS];113.102;ZH;47.3787205117,8.53963130516;-3
111;100;Kontakt-SBB 111.100;;;(47.378735509434|8.53983337735849|-3);CALIBMAP[IOS];111.1;ZH;47.3787355094,8.53983337736;-3
110;99;Kontakt-SBB 110.99;;;(47.3785850140845|8.54013836619718|-3);CALIBMAP[IOS];110.99;ZH;47.3785850141,8.5401383662;-3
109;98;Kontakt-SBB 109.98;;;(47.3786383773585|8.54019409433962|-3);CALIBMAP[IOS];109.98;ZH;47.3786383774,8.54019409434;-3
108;97;Kontakt-SBB 108.97;;;(47.3785806431925|8.54015472300469|-3);CALIBMAP[IOS];108.97;ZH;47.3785806432,8.540154723;-3
107;96;Kontakt-SBB 107.96;;;(47.37843234375|8.540216078125|-3);CALIBMAP[IOS];107.96;ZH;47.3784323437,8.54021607813;-3
105;94;Kontakt-SBB 105.94;;;(47.378344|8.5410672|-3);CALIBMAP[IOS];105.94;ZH;47.378344,8.5410672;-3
104;93;Kontakt-SBB 104.93;;;(47.3784475|8.54080665|-3);CALIBMAP[IOS];104.93;ZH;47.3784475,8.54080665;-3
103;92;Kontakt-SBB 103.92;;;(47.378459|8.5407777|-3);CALIBMAP[IOS];103.92;ZH;47.378459,8.5407777;-3
102;91;Kontakt-SBB 102.91;;;(47.37839095|8.54085135|-3);CALIBMAP[IOS];102.91;ZH;47.37839095,8.54085135;-3
91;80;Kontakt-SBB 91.80;;;(47.3788997183099|8.53896067605634|-3);CALIBMAP[IOS];91.8;ZH;47.3788997183,8.53896067606;-3
90;79;Kontakt-SBB 90.79;;;(47.3790920375587|8.53824097652582|-3);CALIBMAP[IOS];90.79;ZH;47.3790920376,8.53824097653;-3
89;78;Kontakt-SBB 89.78;;;(47.3786163018868|8.5402760754717|-3);CALIBMAP[IOS];89.78;ZH;47.3786163019,8.54027607547;-3
87;76;Kontakt-SBB 87.76;;;(47.3786199812207|8.54000751173709|-3);CALIBMAP[IOS];87.76;ZH;47.3786199812,8.54000751174;-3
86;75;Kontakt-SBB 86.75;;;(47.3791946792453|8.53812816981132|-3);CALIBMAP[IOS];86.75;ZH;47.3791946792,8.53812816981;-3
85;74;Kontakt-SBB 85.74;;;(47.378969509434|8.53896437735849|-3);CALIBMAP[IOS];85.74;ZH;47.3789695094,8.53896437736;-3
84;73;Kontakt-SBB 84.73;;;(47.3785150798122|8.54040007511737|-3);CALIBMAP[IOS];84.73;ZH;47.3785150798,8.54040007512;-3
83;72;Kontakt-SBB 83.72;;;(47.3788370566038|8.53945626415094|-3);CALIBMAP[IOS];83.72;ZH;47.3788370566,8.53945626415;-3
82;71;Kontakt-SBB 82.71;;;(47.3790136603774|8.53880041509434|-3);CALIBMAP[IOS];82.71;ZH;47.3790136604,8.53880041509;-3
81;70;Kontakt-SBB 81.70;;;(47.3791838262911|8.53789748356808|-3);CALIBMAP[IOS];81.7;ZH;47.3791838263,8.53789748357;-3
80;69;Kontakt-SBB 80.69;;;(47.3790614413146|8.5383554741784|-3);CALIBMAP[IOS];80.69;ZH;47.3790614413,8.53835547418;-3
79;68;Kontakt-SBB 79.68;;;(47.3791637735849|8.53824294339623|-3);CALIBMAP[IOS];79.68;ZH;47.3791637736,8.5382429434;-3
78;67;Kontakt-SBB 78.67;;;(47.3790526995305|8.53838818779343|-3);CALIBMAP[IOS];78.67;ZH;47.3790526995,8.53838818779;-3
77;66;Kontakt-SBB 77.66;;;(47.3791196226415|8.53840690566038|-3);CALIBMAP[IOS];77.66;ZH;47.3791196226,8.53840690566;-3
76;65;Kontakt-SBB 76.65;;;(47.3791637735849|8.53824294339623|-3);CALIBMAP[IOS];76.65;ZH;47.3791637736,8.5382429434;-3
75;64;Kontakt-SBB 75.64;;;(47.3790489811321|8.53866924528302|-3);CALIBMAP[IOS];75.64;ZH;47.3790489811,8.53866924528;-3
74;62;Kontakt-SBB 74.62;;;(47.3792056807512|8.53781569953052|-3);CALIBMAP[IOS];74.62;ZH;47.3792056808,8.53781569953;-3
73;61;Kontakt-SBB 73.61;;;(47.3788647511737|8.53909153051643|-3);CALIBMAP[IOS];73.61;ZH;47.3788647512,8.53909153052;-3
72;60;Kontakt-SBB 72.60;;;(47.3793801132075|8.53743952830188|-3);CALIBMAP[IOS];72.6;ZH;47.3793801132,8.5374395283;-3
71;59;Kontakt-SBB 71.59;;;(47.3793062112676|8.53743949295775|-3);CALIBMAP[IOS];71.59;ZH;47.3793062113,8.53743949296;-3
70;58;Kontakt-SBB 70.58;;;(47.3789565399061|8.53874803755869|-3);CALIBMAP[IOS];70.58;ZH;47.3789565399,8.53874803756;-3
69;57;Kontakt-SBB 69.57;;;(47.3793542910798|8.53725956807512|-3);CALIBMAP[IOS];69.57;ZH;47.3793542911,8.53725956808;-3
68;56;Kontakt-SBB 68.56;;;(47.3792625023474|8.53760306103286|-3);CALIBMAP[IOS];68.56;ZH;47.3792625023,8.53760306103;-3
67;55;Kontakt-SBB 67.55;;;(47.3793455492958|8.53729228169014|-3);CALIBMAP[IOS];67.55;ZH;47.3793455493,8.53729228169;-3
66;54;Kontakt-SBB 66.54;;;(47.3788691220657|8.53907517370892|-3);CALIBMAP[IOS];66.54;ZH;47.3788691221,8.53907517371;-3
65;53;Kontakt-SBB 65.53;;;(47.3788953474178|8.53897703286385|-3);CALIBMAP[IOS];65.53;ZH;47.3788953474,8.53897703286;-3
64;52;Kontakt-SBB 64.52;;;(47.3786074716981|8.54030886792453|-3);CALIBMAP[IOS];64.52;ZH;47.3786074717,8.54030886792;-3
63;51;Kontakt-SBB 63.51;;;(47.3794099428571|8.53705354285714|-3);CALIBMAP[IOS];63.51;ZH;47.3794099429,8.53705354286;-3
62;50;Kontakt-SBB 62.50;;;(47.3790701830986|8.53832276056338|-3);CALIBMAP[IOS];62.5;ZH;47.3790701831,8.53832276056;-3
61;49;Kontakt-SBB 61.49;;;(47.3788181770833|8.53880316145833|-3);CALIBMAP[IOS];61.49;ZH;47.3788181771,8.53880316146;-3
60;48;Kontakt-SBB 60.48;;;(47.3785853962264|8.5403908490566|-3);CALIBMAP[IOS];60.48;ZH;47.3785853962,8.54039084906;-3
59;47;Kontakt-SBB 59.47;;;(47.3792144225352|8.53778298591549|-3);CALIBMAP[IOS];59.47;ZH;47.3792144225,8.53778298592;-3
58;46;Kontakt-SBB 58.46;;;(47.3788691220657|8.53907517370892|-3);CALIBMAP[IOS];58.46;ZH;47.3788691221,8.53907517371;-3
57;45;Kontakt-SBB 57.45;;;(47.3794398|8.5369474|-3);CALIBMAP[IOS];57.45;ZH;47.3794398,8.5369474;-3
56;44;Kontakt-SBB 56.44;;;(47.3790264741784|8.5384863286385|-3);CALIBMAP[IOS];56.44;ZH;47.3790264742,8.53848632864;-3
55;43;Kontakt-SBB 55.43;;;(47.3788866056338|8.53900974647887|-3);CALIBMAP[IOS];55.43;ZH;47.3788866056,8.53900974648;-3
54;42;Kontakt-SBB 54.42;;;(47.3786287230047|8.53997479812207|-3);CALIBMAP[IOS];54.42;ZH;47.378628723,8.53997479812;-3
41;41;Kontakt-SBB 41.41;;;(47.3789477981221|8.53878075117371|-3);CALIBMAP[IOS];41.41;ZH;47.3789477981,8.53878075117;-3
40;40;Kontakt-SBB 40.40;;;(47.3792144225352|8.53778298591549|-3);CALIBMAP[IOS];40.4;ZH;47.3792144225,8.53778298592;-3
39;39;Kontakt-SBB 39.39;;;(47.3788079295775|8.53930416901409|-3);CALIBMAP[IOS];39.39;ZH;47.3788079296,8.53930416901;-3
38;38;Kontakt-SBB 38.38;;;(47.3787860751174|8.53938595305164|-3);CALIBMAP[IOS];38.38;ZH;47.3787860751,8.53938595305;-3
37;37;Kontakt-SBB 37.37;;;(47.37842475|8.54073075|-3);CALIBMAP[IOS];37.37;ZH;47.37842475,8.54073075;-3
36;36;Kontakt-SBB 36.36;;;(47.3792144225352|8.53778298591549|-3);CALIBMAP[IOS];36.36;ZH;47.3792144225,8.53778298592;-3
35;35;Kontakt-SBB 35.35;;;(47.379175084507|8.5379301971831|-3);CALIBMAP[IOS];35.35;ZH;47.3791750845,8.53793019718;-3
34;34;Kontakt-SBB 34.34;;;(47.3788866056338|8.53900974647887|-3);CALIBMAP[IOS];34.34;ZH;47.3788866056,8.53900974648;-3
33;33;Kontakt-SBB 33.33;;;(47.3788428967136|8.53917331455399|-3);CALIBMAP[IOS];33.33;ZH;47.3788428967,8.53917331455;-3
32;32;Kontakt-SBB 32.32;;;(47.37851915625|8.539898171875|-3);CALIBMAP[IOS];32.32;ZH;47.3785191563,8.53989817188;-3
31;31;Kontakt-SBB 31.31;;;(47.378707399061|8.53968037558685|-3);CALIBMAP[IOS];31.31;ZH;47.3787073991,8.53968037559;-3
30;30;Kontakt-SBB 30.30;;;(47.3785325633803|8.54033464788732|-3);CALIBMAP[IOS];30.3;ZH;47.3785325634,8.54033464789;-3
29;29;Kontakt-SBB 29.29;;;(47.3778243664596|8.53881280745341|-3);CALIBMAP[IOS];29.29;ZH;47.3778243665,8.53881280745;-3
28;28;Kontakt-SBB 28.28;;;(47.3780731753247|8.53856150324675|-3);CALIBMAP[IOS];28.28;ZH;47.3780731753,8.53856150325;-3
27;27;Kontakt-SBB 27.27;;;(47.3784483701299|8.5371564512987|-3);CALIBMAP[IOS];27.27;ZH;47.3784483701,8.5371564513;-3
26;26;Kontakt-SBB 26.26;;;(47.3781839130435|8.53747863043478|-3);CALIBMAP[IOS];26.26;ZH;47.378183913,8.53747863043;-3
25;25;Kontakt-SBB 25.25;;;(47.3781317466667|8.53859464666667|-3);CALIBMAP[IOS];25.25;ZH;47.3781317467,8.53859464667;-3
24;24;Kontakt-SBB 24.24;;;(47.37818196|8.53840826|-3);CALIBMAP[IOS];24.24;ZH;47.37818196,8.53840826;-3
23;23;Kontakt-SBB 23.23;;;(47.3787436623377|8.53605062337662|-3);CALIBMAP[IOS];23.23;ZH;47.3787436623,8.53605062338;-3
22;22;Kontakt-SBB 22.22;;;(47.3783864|8.5376494|-3);CALIBMAP[IOS];22.22;ZH;47.3783864,8.5376494;-3
21;21;Kontakt-SBB 21.21;;;(47.3780940194805|8.53848344480519|-3);CALIBMAP[IOS];21.21;ZH;47.3780940195,8.53848344481;-3
20;20;Kontakt-SBB 20.20;;;(47.3786159466667|8.53679734666667|-3);CALIBMAP[IOS];20.2;ZH;47.3786159467,8.53679734667;-3
19;19;Kontakt-SBB 19.19;;;(47.3788311466667|8.53599854666667|-3);CALIBMAP[IOS];19.19;ZH;47.3788311467,8.53599854667;-3
18;18;Kontakt-SBB 18.18;;;(47.37846172|8.53736982|-3);CALIBMAP[IOS];18.18;ZH;47.37846172,8.53736982;-3
16;16;Kontakt-SBB 16.16;;;(47.3789034675325|8.53545217532468|-3);CALIBMAP[IOS];16.16;ZH;47.3789034675,8.53545217532;-3
15;15;Kontakt-SBB 15.15;;;(47.3787922987013|8.53586848701299|-3);CALIBMAP[IOS];15.15;ZH;47.3787922987,8.53586848701;-3
14;14;Kontakt-SBB 14.14;;;(47.3784330266667|8.53747632666667|-3);CALIBMAP[IOS];14.14;ZH;47.3784330267,8.53747632667;-3
13;13;Kontakt-SBB 13.13;;;(47.3781530779221|8.53826227922078|-3);CALIBMAP[IOS];13.13;ZH;47.3781530779,8.53826227922;-3
11;11;Kontakt-SBB 11.11;;;(47.3787228181818|8.53612868181818|-3);CALIBMAP[IOS];11.11;ZH;47.3787228182,8.53612868182;-3
10;10;Kontakt-SBB 10.10;;;(47.3780384350649|8.53869160064935|-3);CALIBMAP[IOS];10.1;ZH;47.3780384351,8.53869160065;-3
7;7;Kontakt-SBB 7.7;;;(47.3777840434783|8.53896243478261|-3);CALIBMAP[IOS];7.7;ZH;47.3777840435,8.53896243478;-3
6;6;Kontakt-SBB 6.6;;;(47.3779932727273|8.53886072727273|-3);CALIBMAP[IOS];6.6;ZH;47.3779932727,8.53886072727;-3
4;4;Kontakt-SBB 4.4;;;(47.3779386149068|8.53838886335404|-3);CALIBMAP[IOS];4.4;ZH;47.3779386149,8.53838886335;-3
1;1;Kontakt-SBB 1.1;;;(47.3781391818182|8.53831431818182|-3);CALIBMAP[IOS];1.1;ZH;47.3781391818,8.53831431818;-3
