"id","signal_timestamp","uuid","major","minor","service_uuid","bluetooth_address","bluetooth_name","beacon_type_code","parser_identifier","tx_power","rssi","running_average_rssi","distance","calculated_distance","beacon_id","device_id"
"5249","2022-04-08 20:34:17.803+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","38485","33854",-1,"C7:9F:34:F5:3B:0A","UG95",1275068949,NULL,-72,-88,"-79.71428571428571","1.4036474486425128",NULL,NULL,"1"
"5250","2022-04-08 20:34:17.803+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","38135","62616",-1,"D1:34:AE:D1:81:9D","UG30",1275068949,NULL,-72,-82,"-82","1.5889300490404483",NULL,NULL,"1"
"5251","2022-04-08 20:34:18.315+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","38232","62713",-1,"F9:F5:D7:00:A4:36","UG86",1275068949,NULL,-72,-93,"-93","3.0412930401524756",NULL,NULL,"1"
"5252","2022-04-08 20:34:18.315+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","38123","62604",-1,"F3:60:99:87:40:2B","UG23",1275068949,NULL,-72,-96,"-96","3.656154548914359",NULL,NULL,"1"
"5253","2022-04-08 20:34:18.315+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","48716","59279",-1,"FE:68:A6:97:67:A1","UG221",1275068949,NULL,-72,-100,"-100","4.674755440533111",NULL,NULL,"1"
"5254","2022-04-08 20:34:18.315+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","38159","62640",-1,"E2:74:C2:7E:6D:89","UG43",1275068949,NULL,-72,-102,"-102","5.283145335285061",NULL,NULL,"1"
"5255","2022-04-08 20:34:18.315+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","38148","62629",-1,"D9:E5:CF:CC:4B:ED","UG36",1275068949,NULL,-72,-97,"-95.5","3.5454801985101048",NULL,NULL,"1"
"5256","2022-04-08 20:34:18.826+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","38143","62624",-1,"E4:E2:27:85:8F:BF","UG34",1275068949,NULL,-72,-104,"-104","5.966778053788412",NULL,NULL,"1"
"5257","2022-04-08 20:34:18.826+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","38133","62614",-1,"EE:D0:18:93:98:31","UG29",1275068949,NULL,-72,-89,"-89","2.3855647532599296",NULL,NULL,"1"
"5258","2022-04-08 20:34:19.338+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","38087","62568",-1,"D6:71:10:85:62:33","UG4",1275068949,NULL,-72,-88,"-88","2.246969226666544",NULL,NULL,"1"
"5259","2022-04-08 20:34:19.338+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","38289","59491",-1,"C0:C8:31:4B:B8:6F","UG91",1275068949,NULL,-72,-101,"-101","4.969996680295487",NULL,NULL,"1"
