calculation_method;calc_trigger_time;route_start_time;route_end_time;device_fingerprint;geopos;Geoposition;position_timestamp;position_floor_estimation;position_signals_floors;position_signal_1_beacon;position_signal_1_timestamp;position_signal_2_beacon;position_signal_2_beacon;position_signal_3_beacon;position_signal_3_timestamp
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.3783848969812|8.539130269857601|-2);47.3783848969812,8.539130269857601;Wed Apr 13 19:14:44 CEST 2022;-2;-2,-2,-2,;239;2022-04-13 19:14:44.109;242;2022-04-13 19:14:44.109;244;2022-04-13 19:14:44.109
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37838152999739|8.539158016633982|-2);47.37838152999739,8.539158016633982;Wed Apr 13 19:14:46 CEST 2022;-2;-2,-2,-2,;240;2022-04-13 19:14:46.173;242;2022-04-13 19:14:46.173;244;2022-04-13 19:14:46.173
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37838249609834|8.539096529599812|-2);47.37838249609834,8.539096529599812;Wed Apr 13 19:14:46 CEST 2022;-2;-2,-2,-2,;276;2022-04-13 19:14:46.173;240;2022-04-13 19:14:46.173;242;2022-04-13 19:14:46.173
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.378170716685936|8.539571476514457|-2);47.378170716685936,8.539571476514457;Wed Apr 13 19:14:51 CEST 2022;-2;-2,-2,-2,;234;2022-04-13 19:14:51.315;233;2022-04-13 19:14:51.315;243;2022-04-13 19:14:51.315
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37810734613434|8.539018303526195|-2);47.37810734613434,8.539018303526195;Wed Apr 13 19:14:54 CEST 2022;-2;-2,-2,-2,;228;2022-04-13 19:14:54.914;243;2022-04-13 19:14:54.914;229;2022-04-13 19:14:54.914
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37713447466913|8.539642053572203|-2);47.37713447466913,8.539642053572203;Wed Apr 13 19:14:55 CEST 2022;-2;-2,-2,-2,;226;2022-04-13 19:14:55.947;214;2022-04-13 19:14:55.947;229;2022-04-13 19:14:55.947
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37820440171876|8.539148335658224|-2);47.37820440171876,8.539148335658224;Wed Apr 13 19:14:56 CEST 2022;-2;-2,-2,-2,;237;2022-04-13 19:14:56.967;234;2022-04-13 19:14:56.967;229;2022-04-13 19:14:56.967
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37441242434907|8.546235098501914|-2);47.37441242434907,8.546235098501914;Wed Apr 13 19:14:57 CEST 2022;-2;-2,-2,-2,;239;2022-04-13 19:14:57.982;243;2022-04-13 19:14:57.982;235;2022-04-13 19:14:57.982
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.3781581755916|8.539095715213803|-2);47.3781581755916,8.539095715213803;Wed Apr 13 19:14:59 CEST 2022;-2;-2,-2,-2,;234;2022-04-13 19:14:59.009;235;2022-04-13 19:14:59.009;244;2022-04-13 19:14:59.009
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37558334618277|8.543973892498332|-2);47.37558334618277,8.543973892498332;Wed Apr 13 19:15:02 CEST 2022;-2;-2,-2,-2,;234;2022-04-13 19:15:02.095;243;2022-04-13 19:15:02.095;235;2022-04-13 19:15:02.095
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.3726072678174|8.549386289193906|-2);47.3726072678174,8.549386289193906;Wed Apr 13 19:15:05 CEST 2022;-2;-2,-2,-2,;228;2022-04-13 19:15:05.186;234;2022-04-13 19:15:05.186;239;2022-04-13 19:15:05.186
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.3812685337873|8.533203222313679|-2);47.3812685337873,8.533203222313679;Wed Apr 13 19:15:05 CEST 2022;-2;-2,-2,-2,;235;2022-04-13 19:15:05.186;228;2022-04-13 19:15:05.186;234;2022-04-13 19:15:05.186
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37822587256417|8.538888256145773|-2);47.37822587256417,8.538888256145773;Wed Apr 13 19:15:05 CEST 2022;-2;-2,-2,-2,;229;2022-04-13 19:15:05.186;228;2022-04-13 19:15:05.186;234;2022-04-13 19:15:05.186
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.377932618784065|8.539436183614228|-2);47.377932618784065,8.539436183614228;Wed Apr 13 19:15:05 CEST 2022;-2;-2,-2,-2,;276;2022-04-13 19:15:05.186;228;2022-04-13 19:15:05.186;234;2022-04-13 19:15:05.186
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.377554818719666|8.540239040924991|-2);47.377554818719666,8.540239040924991;Wed Apr 13 19:15:07 CEST 2022;-2;-2,-2,-2,;234;2022-04-13 19:15:07.756;222;2022-04-13 19:15:07.756;235;2022-04-13 19:15:07.756
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37851843016532|8.539648264609239|-2);47.37851843016532,8.539648264609239;Wed Apr 13 19:15:07 CEST 2022;-2;-2,-2,-2,;371;2022-04-13 19:15:07.756;234;2022-04-13 19:15:07.756;222;2022-04-13 19:15:07.756
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37801349942097|8.539720250274748|-2);47.37801349942097,8.539720250274748;Wed Apr 13 19:15:16 CEST 2022;-2;-2,-2,-2,;228;2022-04-13 19:15:16.987;376;2022-04-13 19:15:16.987;242;2022-04-13 19:15:16.987
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.378361494751026|8.53813062564873|-2);47.378361494751026,8.53813062564873;Wed Apr 13 19:16:51 CEST 2022;-2;-2,-2,-2,;149;2022-04-13 19:16:51.732;362;2022-04-13 19:16:51.732;363;2022-04-13 19:16:51.732
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37853327633797|8.53853996212311|-2);47.37853327633797,8.53853996212311;Wed Apr 13 19:16:51 CEST 2022;-2;-2,-2,-2,;134;2022-04-13 19:16:51.732;149;2022-04-13 19:16:51.732;362;2022-04-13 19:16:51.732
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.379184364748276|8.53804811527899|-2);47.379184364748276,8.53804811527899;Wed Apr 13 19:17:19 CEST 2022;-2;-2,-2,-2,;361;2022-04-13 19:17:19.297;348;2022-04-13 19:17:19.297;354;2022-04-13 19:17:19.297
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37901414513071|8.537822161204927|-2);47.37901414513071,8.537822161204927;Wed Apr 13 19:17:24 CEST 2022;-2;-2,-2,-2,;357;2022-04-13 19:17:24.511;352;2022-04-13 19:17:24.511;356;2022-04-13 19:17:24.511
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.379623529683435|8.536307434666194|-2);47.379623529683435,8.536307434666194;Wed Apr 13 19:17:24 CEST 2022;-2;-2,-2,-2,;374;2022-04-13 19:17:24.511;357;2022-04-13 19:17:24.511;352;2022-04-13 19:17:24.511
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37804737931893|8.540225218232386|-2);47.37804737931893,8.540225218232386;Wed Apr 13 19:17:24 CEST 2022;-2;-2,-2,-2,;359;2022-04-13 19:17:24.511;357;2022-04-13 19:17:24.511;352;2022-04-13 19:17:24.511
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37886429676958|8.538314883854662|-2);47.37886429676958,8.538314883854662;Wed Apr 13 19:17:25 CEST 2022;-2;-2,-2,-2,;361;2022-04-13 19:17:25.029;358;2022-04-13 19:17:25.029;362;2022-04-13 19:17:25.029
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37862724665546|8.538783352640666|-2);47.37862724665546,8.538783352640666;Wed Apr 13 19:17:25 CEST 2022;-2;-2,-2,-2,;357;2022-04-13 19:17:25.554;352;2022-04-13 19:17:25.554;349;2022-04-13 19:17:25.554
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37453882312346|8.54894580851165|-2);47.37453882312346,8.54894580851165;Wed Apr 13 19:17:25 CEST 2022;-2;-2,-2,-2,;347;2022-04-13 19:17:25.554;357;2022-04-13 19:17:25.554;352;2022-04-13 19:17:25.554
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37816592915544|8.539930033922532|-2);47.37816592915544,8.539930033922532;Wed Apr 13 19:17:25 CEST 2022;-2;-2,-2,-2,;372;2022-04-13 19:17:25.554;357;2022-04-13 19:17:25.554;352;2022-04-13 19:17:25.554
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37799065488206|8.53975208501976|-2);47.37799065488206,8.53975208501976;Wed Apr 13 19:17:26 CEST 2022;-2;-2,-2,-2,;357;2022-04-13 19:17:26.591;362;2022-04-13 19:17:26.591;363;2022-04-13 19:17:26.591
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37829807491559|8.538903518402721|-2);47.37829807491559,8.538903518402721;Wed Apr 13 19:17:28 CEST 2022;-2;-2,-2,-2,;379;2022-04-13 19:17:28.166;349;2022-04-13 19:17:28.166;364;2022-04-13 19:17:28.166
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37793767556244|8.539062403066737|-2);47.37793767556244,8.539062403066737;Wed Apr 13 19:17:29 CEST 2022;-2;-2,-2,-2,;352;2022-04-13 19:17:29.185;387;2022-04-13 19:17:29.185;347;2022-04-13 19:17:29.185
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(1042.7497710791472|-1756.2022488228588|-2);1042.7497710791472,-1756.2022488228588;Wed Apr 13 19:17:29 CEST 2022;-2;-2,-2,-2,;319;2022-04-13 19:17:29.185;352;2022-04-13 19:17:29.185;387;2022-04-13 19:17:29.185
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37877636643997|8.53814581150928|-2);47.37877636643997,8.53814581150928;Wed Apr 13 19:17:30 CEST 2022;-2;-2,-2,-2,;379;2022-04-13 19:17:30.715;353;2022-04-13 19:17:30.715;359;2022-04-13 19:17:30.715
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37886973826526|8.538605737507034|-2);47.37886973826526,8.538605737507034;Wed Apr 13 19:17:31 CEST 2022;-2;-2,-2,-2,;372;2022-04-13 19:17:31.232;358;2022-04-13 19:17:31.232;134;2022-04-13 19:17:31.232
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37857075300953|8.538916302442132|-2);47.37857075300953,8.538916302442132;Wed Apr 13 19:17:31 CEST 2022;-2;-2,-2,-2,;348;2022-04-13 19:17:31.743;374;2022-04-13 19:17:31.743;359;2022-04-13 19:17:31.743
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.377495607126285|8.540952854444376|-2);47.377495607126285,8.540952854444376;Wed Apr 13 19:17:32 CEST 2022;-2;-2,-2,-2,;382;2022-04-13 19:17:32.761;387;2022-04-13 19:17:32.761;152;2022-04-13 19:17:32.761
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37764752862837|8.540604090359272|-2);47.37764752862837,8.540604090359272;Wed Apr 13 19:17:32 CEST 2022;-2;-2,-2,-2,;347;2022-04-13 19:17:32.761;382;2022-04-13 19:17:32.761;387;2022-04-13 19:17:32.761
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37816485446278|8.539306127012887|-2);47.37816485446278,8.539306127012887;Wed Apr 13 19:17:33 CEST 2022;-2;-2,-2,-2,;361;2022-04-13 19:17:33.788;377;2022-04-13 19:17:33.788;348;2022-04-13 19:17:33.788
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37844189323682|8.538814952018928|-2);47.37844189323682,8.538814952018928;Wed Apr 13 19:17:33 CEST 2022;-2;-2,-2,-2,;382;2022-04-13 19:17:33.788;361;2022-04-13 19:17:33.788;377;2022-04-13 19:17:33.788
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37851724544441|8.538814341632902|-2);47.37851724544441,8.538814341632902;Wed Apr 13 19:17:34 CEST 2022;-2;-2,-2,-2,;391;2022-04-13 19:17:34.031;349;2022-04-13 19:17:34.031;355;2022-04-13 19:17:34.031
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37856175077079|8.538816544960211|-2);47.37856175077079,8.538816544960211;Wed Apr 13 19:17:34 CEST 2022;-2;-2,-2,-2,;374;2022-04-13 19:17:34.031;391;2022-04-13 19:17:34.031;349;2022-04-13 19:17:34.031
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37872618708974|8.538824685716866|-2);47.37872618708974,8.538824685716866;Wed Apr 13 19:17:34 CEST 2022;-2;-2,-2,-2,;372;2022-04-13 19:17:34.031;391;2022-04-13 19:17:34.031;349;2022-04-13 19:17:34.031
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.377920636207946|8.540035029552461|-2);47.377920636207946,8.540035029552461;Wed Apr 13 19:17:34 CEST 2022;-2;-2,-2,-2,;348;2022-04-13 19:17:34.831;387;2022-04-13 19:17:34.831;359;2022-04-13 19:17:34.831
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.377362806166374|8.540183434926833|-2);47.377362806166374,8.540183434926833;Wed Apr 13 19:17:35 CEST 2022;-2;-2,-2,-2,;350;2022-04-13 19:17:35.351;360;2022-04-13 19:17:35.351;353;2022-04-13 19:17:35.351
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37868171824609|8.538861806143096|-2);47.37868171824609,8.538861806143096;Wed Apr 13 19:17:36 CEST 2022;-2;-2,-2,-2,;349;2022-04-13 19:17:36.388;355;2022-04-13 19:17:36.388;353;2022-04-13 19:17:36.388
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37879547098141|8.538101819764696|-2);47.37879547098141,8.538101819764696;Wed Apr 13 19:17:37 CEST 2022;-2;-2,-2,-2,;392;2022-04-13 19:17:37.094;350;2022-04-13 19:17:37.094;395;2022-04-13 19:17:37.094
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.378413431866306|8.538276019362392|-2);47.378413431866306,8.538276019362392;Wed Apr 13 19:17:37 CEST 2022;-2;-2,-2,-2,;362;2022-04-13 19:17:37.094;392;2022-04-13 19:17:37.094;350;2022-04-13 19:17:37.094
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.378533473392565|8.538221283643576|-2);47.378533473392565,8.538221283643576;Wed Apr 13 19:17:37 CEST 2022;-2;-2,-2,-2,;127;2022-04-13 19:17:37.094;392;2022-04-13 19:17:37.094;350;2022-04-13 19:17:37.094
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37850842525824|8.538756966463698|-2);47.37850842525824,8.538756966463698;Wed Apr 13 19:17:37 CEST 2022;-2;-2,-2,-2,;357;2022-04-13 19:17:37.423;365;2022-04-13 19:17:37.423;349;2022-04-13 19:17:37.423
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37847103525114|8.538637289858059|-2);47.37847103525114,8.538637289858059;Wed Apr 13 19:17:37 CEST 2022;-2;-2,-2,-2,;355;2022-04-13 19:17:37.423;357;2022-04-13 19:17:37.423;365;2022-04-13 19:17:37.423
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37856149459373|8.538926828906273|-2);47.37856149459373,8.538926828906273;Wed Apr 13 19:17:37 CEST 2022;-2;-2,-2,-2,;374;2022-04-13 19:17:37.423;357;2022-04-13 19:17:37.423;365;2022-04-13 19:17:37.423
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37853349895685|8.53889287073314|-2);47.37853349895685,8.53889287073314;Wed Apr 13 19:17:38 CEST 2022;-2;-2,-2,-2,;348;2022-04-13 19:17:38.453;365;2022-04-13 19:17:38.453;382;2022-04-13 19:17:38.453
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37856442643847|8.538927196136939|-2);47.37856442643847,8.538927196136939;Wed Apr 13 19:17:38 CEST 2022;-2;-2,-2,-2,;359;2022-04-13 19:17:38.453;348;2022-04-13 19:17:38.453;365;2022-04-13 19:17:38.453
